id	filename	md5	size	state
932caa50-1646-4213-b794-508f17299541	3b373822-d0bb-4268-ae0b-987fe54d3ada.rna_seq.augmented_star_gene_counts.tsv	2a6d5aca8d28e90368ccdb43272fe44c	4201918	released
a5421ceb-cb63-4989-8f94-dfee9a8199c7	47eada17-b3f3-4b29-bce7-eaddfdf6f83d.rna_seq.augmented_star_gene_counts.tsv	7cc8dfa4270f7f350ca259ef57218c91	4192909	released
24f4d310-3e8f-4593-83e8-392115be70cc	be1d099f-2fda-4ef6-a990-9aeaaa301c0c.rna_seq.augmented_star_gene_counts.tsv	724848565d7dde0254b96ec2f6ae756b	4192294	released
b3b8339c-7bad-4e3c-a52f-9fd6c4bc1bfb	6a3b82ee-c799-4118-ad51-ab6e2c16b986.rna_seq.augmented_star_gene_counts.tsv	4d479ed4c1763eb1d670a64abfb5c7eb	4202026	released
815bcfc3-45cd-4f6d-abdf-31eb8503b0b9	89987a2a-c0d2-4397-86ef-18cd81252cf1.rna_seq.augmented_star_gene_counts.tsv	48285d7827621d0eb47122535912a762	4202598	released
33bb71b2-8a1e-4f56-aab8-5ecd838f1a79	e5cb8bf0-c8b9-4672-b6c6-b94922c1c551.rna_seq.augmented_star_gene_counts.tsv	f288125d1b5c95ccd83b6f61ec2c8593	4204215	released
80b94586-7f3f-4348-8765-ae336c14d53e	d5ede4e4-88e4-43f5-81ec-9b1d2abb79fa.rna_seq.augmented_star_gene_counts.tsv	24c8b99fb8c0f88a2c92d90737b50090	4220025	released
d91280bf-7bea-463f-9188-ff4c6427e434	f291af11-4376-45cb-b9ec-94447cd45462.rna_seq.augmented_star_gene_counts.tsv	c9b548ff1fb9a274c97d2f823f1195ca	4198574	released
4e0da11e-3e31-480d-9d79-c5a8362be44a	87e3a9d0-69b6-4c3e-aa19-055c711e8b2e.rna_seq.augmented_star_gene_counts.tsv	9a2363ea582acfe3b41dfb84f6868024	4198453	released
14bc81a1-9690-4b6a-8128-9142243ef6f0	ec65d05f-49b5-4ee2-add1-f7c9dd0f172f.rna_seq.augmented_star_gene_counts.tsv	edf1f0ebf6fecc568f5323213715eba0	4196374	released
46eec1bd-d4df-47fd-bd33-49891360bb2e	b4a6158e-daee-4605-a16d-568b212c863b.rna_seq.augmented_star_gene_counts.tsv	328c78329aba76e4e448bf8839c99638	4198838	released
1c0f4e45-f494-4cd2-9a3e-3eedaa3eaf32	f258fc7d-a58b-4e40-827a-d1de0ccd426f.rna_seq.augmented_star_gene_counts.tsv	09da44cd369998a249148ec488a2abbf	4201353	released
aa7cbf55-9ea8-45ba-b733-75cc93717372	b7b6b33b-5052-4538-8147-e82f69d03dda.rna_seq.augmented_star_gene_counts.tsv	e6f288407c62023da40851e4f444a773	4196119	released
7c1f75b0-13da-4b84-ae93-76b13d1984c1	07c3e0d9-bc39-49f7-afc6-4fc796059094.rna_seq.augmented_star_gene_counts.tsv	d7acc05fac9a6b8196f0aea352d88aee	4205040	released
ddeff55b-9e50-48e2-ae6d-48f99a0f113d	46e728bd-1969-4434-bdeb-ab636e8ef9d4.rna_seq.augmented_star_gene_counts.tsv	cb951074857caa909db2090753840f00	4199521	released
1594467f-39b3-4e92-9bc9-37517b6aa85c	ab74001f-e870-4a5b-a2bf-5f032c5f762b.rna_seq.augmented_star_gene_counts.tsv	81db4e35ee487841da8b3e44946b73a6	4198971	released
f9cc9db3-9b47-4779-ac7a-8ba243ad1d92	cdb382c7-accc-4c2e-b0f7-790e9c90c4a0.rna_seq.augmented_star_gene_counts.tsv	11dbabb71b0c549f75bacc0699d8ad0f	4190404	released
faffd3a8-ee5f-4ab4-96d8-cb19c008d195	226970b9-c4c7-4f6e-8718-918576ad1667.rna_seq.augmented_star_gene_counts.tsv	d959b95f27b79e828a68258f6f0a1df7	4203060	released
b6e85643-abac-4d08-8560-d65f5649ebad	4afc1523-7cc6-403d-bbb6-ed1fd0d38617.rna_seq.augmented_star_gene_counts.tsv	dad80ba378f9e27563c4383224c875b9	4203098	released
edcdbbe4-faa0-44f5-8a1a-96a2d1271b20	8a58ad95-648a-43bd-8762-d92790d19e6a.rna_seq.augmented_star_gene_counts.tsv	2773ce0936ea080ee34e9d75f8ac7cda	4200861	released
af701611-1c39-47cd-b2d1-dbc611fd6375	ee175ed9-d501-4fa7-97a9-3db3202aba89.rna_seq.augmented_star_gene_counts.tsv	a546dcfc2026ea03d8d9f7a02aa294d9	4204803	released
96782c26-a9b1-4a2d-9abf-fe43624dbf6b	97de0ec6-cb1d-447e-8b15-cef454727120.rna_seq.augmented_star_gene_counts.tsv	555144afe6b7af23e2f181691fb62795	4200774	released
7d1af74d-6c8c-4ca3-b65b-7ce5efa342e1	5c4ddb03-6ff9-4fb7-8e73-daf7b3460ae2.rna_seq.augmented_star_gene_counts.tsv	8f8bd5e4dafb8a07ca8e0dda96927ea0	4201905	released
cd4281fb-7a27-490b-8de8-76b2a0307abe	fbb68717-aeaf-47be-8095-9347a076945c.rna_seq.augmented_star_gene_counts.tsv	fab575ac7273d8c022d42f0c45d22bb7	4202657	released
93956baa-47e0-451c-80da-5087738ea86b	c1e35a75-04f5-4347-a3e8-05dc03ce7c36.rna_seq.augmented_star_gene_counts.tsv	064b3e14fe6b1a7bef977cab7ede3c07	4201827	released
84b7e5f7-2184-4248-a9a1-c42ae14a6e09	8c7d243f-b9d3-4eaa-a339-435a25288160.rna_seq.augmented_star_gene_counts.tsv	dcf4c0c5e0ddaa0908794b63c867775a	4199979	released
470fd839-277d-4834-93e3-b29caccd24c6	dbd80d19-e9cc-4ae1-8f7a-8db159889721.rna_seq.augmented_star_gene_counts.tsv	9c34b5dbb1550acc04730be1549eaf8d	4200741	released
4934582e-d8b4-485c-8fd5-40ef3e315033	748bc877-f3e7-4d78-afe8-6e90aaabc28a.rna_seq.augmented_star_gene_counts.tsv	3ba6e2e1503f2eacc93a6974149d3700	4204569	released
5f0277f4-ac08-4214-9b24-bd32b4ba44fc	8444e068-9f61-4d8b-b19a-0c6499c2d3e6.rna_seq.augmented_star_gene_counts.tsv	e8ae670c10869fd0cb8166c01f18be80	4215128	released
a75423f0-2651-48c4-815c-19d1539c1b4e	00d07640-e7a2-4cc3-978b-5d28ad7cd149.rna_seq.augmented_star_gene_counts.tsv	dc12010144d2c616b6b4e149fce18065	4202382	released
f1f0a726-0597-4b69-812d-1b92148ec76e	5d509130-5ef6-4669-87c6-709dea47db8a.rna_seq.augmented_star_gene_counts.tsv	aee43645ecef9a3c0c88bb68098d782f	4223527	released
1cdf3f38-de4a-435b-8c74-1f3a82f7cfdd	156815c6-822f-4951-b1f6-71df641a5144.rna_seq.augmented_star_gene_counts.tsv	1013ca24cb0a1b7e3807e8e68662a72b	4201912	released
6b191e3a-8a94-4174-80df-518f5200d2de	8a9ee89a-5d79-4910-abea-d47f3cc1fd1c.rna_seq.augmented_star_gene_counts.tsv	5e69512f0634a79a583487356fc0fa82	4204448	released
475cc411-a219-4c14-9df7-3fd757171396	7cce2f38-6568-426e-abe4-620faffc5d11.rna_seq.augmented_star_gene_counts.tsv	e7a268172dc47e3ea047ac24e69457b2	4196067	released
69977d85-687b-4e1e-9372-87093dbf9a82	1064d0bb-3f75-431f-a3c0-8de652ee0fd5.rna_seq.augmented_star_gene_counts.tsv	2829d1bd82eb18f5f723ea83af193f95	4198560	released
cc264ac8-e3ea-489b-9b3c-d6ef5f55477d	4f3915c7-3a11-4e80-85c5-0ce06111c449.rna_seq.augmented_star_gene_counts.tsv	301753ec1dd3be6934e04a502717a89f	4203300	released
af4efee0-e872-448f-99d7-eeaa3d97b20d	63fff94a-41f1-414f-b152-78488e8e55f5.rna_seq.augmented_star_gene_counts.tsv	819ea3af45219099ee29ef2f59c383ae	4223710	released
b2a98363-4bc3-4bb0-808f-660a10c20211	3b79c61f-922f-4445-b28c-20eb392bff4f.rna_seq.augmented_star_gene_counts.tsv	bb0e6f26ceb48031a031697085d3f3d5	4203297	released
29caf4c3-d801-4515-b44b-d0fc0d832cf8	8c915fc6-b234-4806-ad93-b8fea6b339a8.rna_seq.augmented_star_gene_counts.tsv	1046a7da99908c84d27a6578ab92f400	4207784	released
f379233b-3b0d-419c-9fca-e0b97e119774	cefdeeb4-6df4-42d9-af9d-b78a6cad1ad1.rna_seq.augmented_star_gene_counts.tsv	39df23e23987f08011b043be5de80225	4207341	released
303387f6-5ad0-48d9-abf5-b773e82043f5	4485b752-4496-4c89-aed9-30f735a8e399.rna_seq.augmented_star_gene_counts.tsv	36f29ab5dd005a43353844642a789c93	4201268	released
0efbd253-83c5-4818-94b9-4627f2a87450	7b1ab337-54a7-458a-9385-12e5a4fe9d02.rna_seq.augmented_star_gene_counts.tsv	d5c7887f7a33faf6bba2910662ad5fac	4195615	released
cac3eac8-912c-4ee6-aeb4-ded6bb266927	5dfee159-8121-4d47-b436-8fb5df60d636.rna_seq.augmented_star_gene_counts.tsv	47f4da64fbb47677675b3e8ba1e586c4	4212935	released
2c3d0ed8-afec-41e1-bb4c-269e23e1e972	e0339bc2-de5d-4a57-a317-7794a58db797.rna_seq.augmented_star_gene_counts.tsv	1cc53a45a200fe5414dce65bbe0fd323	4201576	released
2a12c153-4d73-4fa8-80d5-9b4d98f2db3e	9051016e-8093-4fe6-9de6-ff0de96d92c7.rna_seq.augmented_star_gene_counts.tsv	66ac673326b50493820ad8769d645528	4196654	released
0494644d-c6c9-4eb5-98d5-1d0a0ce8cc8c	e882af1f-724a-4500-897c-05026172cc46.rna_seq.augmented_star_gene_counts.tsv	8fceacbf51cf3a166d856b1677107a23	4196240	released
07316f8e-ad89-457a-b4ff-6b38f44b4cc6	146fbe72-a866-4973-9000-04c20db2fe4b.rna_seq.augmented_star_gene_counts.tsv	31cc1092d45443a258d0476f08f52d3e	4205724	released
08bf612a-c6d2-4e40-a4a9-084c728dd3e3	0bd1afd7-29ec-4a2e-b180-fe67d3b4d540.rna_seq.augmented_star_gene_counts.tsv	366816af73fbcb561f56680b9f262f3f	4212411	released
6498ec81-f47a-4451-82a2-fcf72f09102e	2b0fa473-e232-45dc-b43e-ff39eb5fd69f.rna_seq.augmented_star_gene_counts.tsv	4c56289c4824423a5563769047eb88c5	4198744	released
fca3c849-7b6b-4e45-ab66-eb68b18e036e	1620e539-6a3a-4f8f-a110-20c9cd68d31f.rna_seq.augmented_star_gene_counts.tsv	4823b21eb161bbec390705ddd76b3296	4200928	released
fba031ce-91bd-46bf-a7e4-4ef631552b54	7cb913f9-f6fe-4dbd-9651-435aaa1e37a5.rna_seq.augmented_star_gene_counts.tsv	cc94c5854fa63a8d288439da3b418f87	4201954	released
a7e3073b-43dd-40c0-9c17-844544319f3a	6e253781-2a49-4cae-9ce4-646003128843.rna_seq.augmented_star_gene_counts.tsv	67d2f6143279c2156c0adb92a43e170b	4199608	released
f2c1c387-de09-405c-b004-7214be2d8eee	4c1cd8e1-befd-4323-9955-947fb79523a6.rna_seq.augmented_star_gene_counts.tsv	9a43477093699a95aa54037c451a6be2	4214949	released
e62d499a-bdb5-41b8-9dcc-c602b7731129	b3f340aa-2d86-432e-bd2f-80dc6adf4fa9.rna_seq.augmented_star_gene_counts.tsv	a5d85eea3b6aae88097f5835f929bcb5	4197695	released
7d85910a-2a02-4294-a3cf-944dcce47f13	e6d21bbb-a8ba-4a14-874e-56cf322b8fd6.rna_seq.augmented_star_gene_counts.tsv	0cafeee1fb8c4f6c5e4a6d6170e5da05	4204552	released
b198e8e7-0fee-404d-a5b5-ad6d9c471957	5a47c2eb-71e3-412d-bda1-09367a0be87e.rna_seq.augmented_star_gene_counts.tsv	b1d0791371b0b3c66415ba3342aa8bf4	4199031	released
faa55d86-3086-475d-a2a8-54f2b6e2a5d2	28e6062a-cad2-4341-9e22-3c3491d6e628.rna_seq.augmented_star_gene_counts.tsv	5787cb21c8408003f1ac3fc47cf4d404	4222562	released
bdf4774d-119a-4a66-9888-dcd29b30c882	8b816257-7aee-40a4-a318-57d4c72571b6.rna_seq.augmented_star_gene_counts.tsv	3c2a56367765514ebf451be861b50f2a	4200138	released
d3cde1e8-037c-4798-a163-ab083eb989d0	734bdfa0-5c38-4518-8e70-cd50ec6f8c92.rna_seq.augmented_star_gene_counts.tsv	92084811d231c1c782144b2ea414c3b8	4205580	released
2443c4f4-5ca7-4941-b070-9327a12ecb3b	648c1be4-36fd-4980-b508-2fb2c9558c00.rna_seq.augmented_star_gene_counts.tsv	f40007bb7b06d3bab04330a1dafd12fe	4202338	released
3652d9fe-92b6-4fbc-890a-852dad0c3c8f	ac07242e-03e3-45cf-976a-da7882ea9659.rna_seq.augmented_star_gene_counts.tsv	49d5a8b7f851969b0de787ea1f977ea8	4202429	released
83ea19be-4f97-40a4-9e6b-bc22faea0f5b	e9a37df0-f117-49d8-80df-9f3dead5753f.rna_seq.augmented_star_gene_counts.tsv	16f6d885040d4d1d07760bc6e2529618	4207747	released
adfaada2-a44a-46f5-bc3a-f34a00541a90	65d39d11-f7a9-4cda-93c7-f05830a49e5b.rna_seq.augmented_star_gene_counts.tsv	97e87b67e25d263ffd739e03b4b1111c	4210511	released
0ec8cace-3afb-4e44-8f31-2f0f9d0f990f	41d6f903-5ac4-4481-aed9-fd141c7be021.rna_seq.augmented_star_gene_counts.tsv	3226325e872ad30bb759178b7653ddcf	4193188	released
4f7e768a-61cb-45fb-8f1c-3c6204132e79	90e25e48-b679-4cd3-ad19-5983321ebd74.rna_seq.augmented_star_gene_counts.tsv	a09f86737538eb7125af2cb6d954a408	4202121	released
fa55f410-873f-4086-8196-f84ff1b1a363	576fc8d6-4299-4f15-bf3a-5fa0bd85f93e.rna_seq.augmented_star_gene_counts.tsv	1b116950a8ef18e43e716a3f7bcc531c	4197701	released
13cc836e-8ab9-429f-bf42-50713a01fcec	75196f5b-e656-4fd0-b3cf-1c55089674e2.rna_seq.augmented_star_gene_counts.tsv	557a941646fab1b51ee47442592c8665	4198111	released
5f763394-117a-4009-95e2-e75b1fabc2a0	8741e600-0b8a-49b8-b8ff-8da50864ace2.rna_seq.augmented_star_gene_counts.tsv	55983c642f568c15c1a5abd63b65ad76	4199947	released
88bc0249-1c02-4f48-925a-e71e21e126c8	9d1bf404-3896-4532-b9bc-d91f7cbc1e00.rna_seq.augmented_star_gene_counts.tsv	ab0564c1fae522cc9e1f9e17a5e75fcd	4215134	released
