,AC135068.3,AC135068.9,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1OR15-1,IGHV1OR15-9,IGHV1OR21-1,IGHV2-26,IGHV2-5,IGHV2-70,IGHV2-70D,IGHV2OR16-5,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-20,IGHV3-21,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-38,IGHV3-43,IGHV3-48,IGHV3-49,IGHV3-53,IGHV3-64,IGHV3-64D,IGHV3-66,IGHV3-7,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3OR15-7,IGHV3OR16-10,IGHV3OR16-12,IGHV3OR16-13,IGHV3OR16-8,IGHV3OR16-9,IGHV4-28,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-59,IGHV4-61,IGHV4OR15-8,IGHV5-10-1,IGHV5-51,IGHV6-1,IGHV7-4-1,IGHV7-81,IGHV8-51-1,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV1OR2-108,IGKV2-24,IGKV2-28,IGKV2-30,IGKV2-40,IGKV2D-24,IGKV2D-26,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV3OR2-268,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV3-32,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,TRAC,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ61,TRAJ7,TRAJ9,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-6,TRAV8-7,TRAV9-1,TRAV9-2,TRBC1,TRBC2,TRBD1,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-3,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV17,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV20OR9-2,TRBV23-1,TRBV24-1,TRBV25-1,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV30,TRBV4-1,TRBV4-2,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-6,TRBV7-7,TRBV7-9,TRBV9,TRDC,TRDD1,TRDD2,TRDD3,TRDJ1,TRDJ2,TRDJ3,TRDJ4,TRDV1,TRDV2,TRDV3,TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV10,TRGV11,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9
13BR009,0,0,11,5,3,3,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,0,0,7,11,15,1,0,0,0,3,1,1,0,0,0,7,2,2,2,0,0,0,0,0,0,1,2,0,4,8,1,1,0,2,5,0,0,0,0,2,1,6,3,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,2,0,0,18,4,13,0,0,0,0,0,0,14,0,0,1,0,2,14,9,1,1,1,0,0,7,35,0,18,0,5,14,1,0,0,6,4,0,0,0,0,0,0,5,3,0,4,0,0,6,1,4,0,0,184,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,8,0,2,2,2,2,7,0,0,0,0,1,0,1,0,0,0,0,0,3,0,2,1,0,0,1,0,3,0,1,0,0,1,2,2,4,0,0,1,77,84,2,0,0,2,1,4,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,2,5,2,3,1,1,0,1,5,2,1,1,1,1,1,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,2,2,0,1,1,0,3,0,0
11BR013,0,0,51,18,23,91,10,76,7,3,0,16,0,0,0,6,87,10,3,0,76,19,144,1,12,94,300,31,88,1,0,5,266,73,22,7,0,18,151,35,44,115,1,1,0,6,2,0,5,3,15,89,61,85,40,0,0,70,30,1,0,0,39,50,439,76,6,0,7,293,12,8,117,8,1,9,3,2,0,7,0,1,0,8,155,4,93,0,4,0,5,22,4,10,408,149,555,0,10,2,41,0,2,400,10,13,5,0,11,190,121,89,0,0,51,0,170,595,12,305,1,252,136,95,3,2,107,209,0,115,25,0,15,37,4,51,0,18,0,0,85,39,69,78,0,177,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,2,5,2,4,6,1,0,2,1,2,7,2,0,4,5,0,0,2,0,4,0,2,3,1,0,0,0,0,1,1,0,0,2,1,0,0,2,3,3,5,0,0,1,130,138,1,0,0,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,2,0,2,12,2,0,1,1,2,8,5,5,1,0,14,15,0,2,1,3,0,0,6,0,5,4,0,1,0,8,4,0,1,1,9,3,10,0,0,0,0,0,1,0,1,2,0,84,21,0,0,0,0,2,0,4,0,1,6,0,2,1,10
18BR006,0,0,365,379,52,35,0,103,0,392,65,464,0,2,1,157,272,57,5,0,124,5,74,0,27,262,895,479,176,0,0,11,267,118,59,2,33,35,156,6,12,61,0,0,1,3,0,0,4,88,135,420,648,217,159,1,121,653,32,0,0,0,280,117,83,248,30,0,49,1127,90,1,144,10,21,11,0,26,0,63,0,0,4,1,81,20,101,0,4,0,32,47,8,27,865,571,2003,3,15,27,137,0,1,1372,6,30,2,0,21,475,417,287,0,2,10,0,355,924,1,1171,0,82,457,111,3,9,423,698,0,269,89,0,4,1,4,148,0,32,1,2,99,50,56,0,18,405,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,6,4,6,1,4,2,8,2,8,1,3,6,3,1,1,4,7,0,3,9,1,0,2,2,1,4,1,4,0,1,3,3,1,2,9,7,0,7,0,0,3,199,280,8,0,2,2,3,2,1,2,3,1,1,0,0,2,7,0,1,3,2,0,0,3,0,4,3,2,0,0,9,15,7,15,1,2,4,2,10,17,5,9,3,4,3,14,0,4,0,7,1,5,2,0,5,2,1,0,0,36,15,1,0,0,12,4,15,0,0,0,1,0,0,0,5,4,1,18,29,0,0,2,0,0,1,3,0,1,17,6,14,5,4
05BR003,0,0,668,356,119,162,8,173,24,30,0,16,1,1,1,50,350,98,20,0,169,42,434,0,19,359,636,217,220,1,0,38,165,123,72,17,2,45,645,91,29,402,3,0,3,15,3,2,10,43,140,403,78,358,58,0,0,401,63,0,9,0,124,231,121,288,17,1,29,853,181,29,409,16,3,29,1,36,0,51,1,8,7,4,306,27,332,0,9,1,31,81,9,21,818,311,1936,1,21,13,82,1,5,961,4,18,20,1,11,447,293,409,2,5,225,0,431,1332,29,599,0,132,1405,38,4,3,351,450,0,430,25,0,27,15,89,188,31,52,5,1,215,69,195,253,6,325,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,1,3,3,7,5,14,3,3,4,2,6,2,3,3,1,4,2,3,1,4,1,4,2,4,1,3,0,1,1,8,1,5,0,2,3,2,0,2,2,4,2,5,0,0,6,159,187,6,0,4,2,4,2,5,0,0,1,0,0,0,0,2,0,2,2,0,0,1,2,0,1,11,3,0,0,1,9,6,11,0,1,1,2,7,16,8,7,2,0,5,6,1,0,0,6,0,2,5,2,8,3,0,0,0,15,7,0,1,1,14,7,13,0,0,0,0,0,0,1,7,2,0,31,34,0,1,0,0,1,4,6,0,7,6,6,5,4,5
604,0,0,2193,380,22,10,0,73,0,14,11,28,0,0,0,16,48,11,13,2,27,10,100,0,24,60,313,141,266,0,1,13,702,58,23,2,1,7,224,5,1139,81,1,0,0,7,0,0,2,8,71,127,8,133,29,0,1,156,8,1,0,0,119,57,92,44,20,0,66,476,18,3,42,27,55,7,45,22,0,138,0,6,5,0,46,17,41,0,13,0,35,46,13,3,251,157,1004,0,38,33,180,2,0,1697,7,90,13,0,8,102,1470,88,0,1,2,0,35,374,39,147,1,263,303,589,1,2,264,74,1,130,6,0,87,0,13,8835,0,9,7,1,53,11,15,16,2,386,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,1,1,0,0,3,5,4,5,3,1,6,9,0,7,0,0,3,0,0,1,1,3,0,1,6,3,0,0,3,1,4,3,4,0,0,0,1,0,2,4,1,1,12,0,0,2,270,305,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,1,2,0,3,4,0,0,0,4,3,6,9,1,1,3,4,6,5,1,7,3,3,6,5,0,6,2,3,0,4,1,1,2,2,0,0,0,11,0,1,0,0,9,2,31,0,0,0,0,0,0,0,8,0,0,5,34,0,0,0,0,0,0,14,0,0,4,6,0,1,2
11BR014,0,0,175,327,87,2,8,116,14,29,18,78,0,0,0,29,86,25,25,0,113,63,319,0,16,128,367,367,147,0,1,42,114,52,64,19,29,44,337,63,44,326,3,0,1,11,0,0,13,50,93,188,4,196,73,1,42,1082,89,0,1,0,81,89,141,118,8,0,24,1764,103,12,176,10,8,19,1,14,0,31,0,17,12,7,147,4,141,1,10,2,5,102,1,21,530,243,1103,0,15,6,75,0,4,991,38,25,31,0,33,396,322,184,0,3,58,0,328,809,21,632,0,246,690,270,5,9,261,436,0,389,71,0,57,0,8,59,6,69,1,0,215,49,165,148,9,424,3,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,7,1,2,8,1,6,5,3,4,5,2,16,2,2,5,1,6,2,4,4,5,4,6,2,2,0,3,2,3,3,6,0,2,1,1,0,4,8,6,9,10,0,0,6,237,434,6,0,1,3,4,2,6,0,1,1,2,0,0,2,3,2,1,7,1,1,4,2,2,1,2,2,1,0,4,21,13,20,0,3,2,0,10,7,12,9,2,8,11,9,0,8,0,3,0,3,6,1,5,1,0,0,0,44,7,3,3,0,17,3,37,0,0,0,2,0,0,0,5,7,0,20,21,1,0,0,0,0,0,7,1,8,13,8,6,3,2
09BR005,0,0,3,1,5,3,3,4,2,0,0,3,0,0,0,2,2,3,0,4,7,0,4,0,0,3,11,3,5,0,0,1,4,2,4,0,3,0,9,1,1,13,0,0,0,0,0,0,0,1,1,22,4,1,9,0,6,9,1,0,1,0,3,1,5,1,0,0,0,8,4,0,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,7,6,50,0,1,0,14,0,0,19,1,0,0,0,0,7,20,3,1,1,0,0,3,5,0,12,0,0,5,0,0,1,7,3,0,5,1,0,0,0,0,0,0,0,0,5,2,1,2,7,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,2,0,6,3,5,4,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,38,42,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,1,1,2,0,2,0,3,1,0,2,0,0,0,1,1,2,3,0,0,0,0,44,4,0,0,0,5,5,3,0,0,0,0,0,0,0,2,0,0,187,26,0,1,1,0,1,1,1,0,1,2,0,2,2,4
11BR073,5,0,3872,1721,368,1834,38,1971,39,1015,267,2720,0,2,0,1805,2159,7654,1721,2,420,17,13737,0,8,4870,3390,4454,3817,1,1,89,329,681,190,65,5981,127,1004,88,12048,1597,18,0,0,56,2,3,41,723,968,2535,670,704,413,11,3620,3535,1775,6,0,0,388,446,895,851,907,1,565,6863,1941,124,2250,51,27,19,2,1001,3,475,0,3,20,13,220,52,3711,13,5,3,53,854,148,642,10367,2179,10627,4,158,77,987,2,54,32720,44,114,16,0,348,5882,1368,6835,4,14,103,0,5549,4304,9,1964,0,501,4796,947,14,3,1586,29772,14,1139,1122,0,452,0,28,190,0,119,22,2,1193,182,157,920,1444,1721,2,1,3,2,0,0,1,0,3,0,5,2,0,0,0,1,0,0,1,0,2,1,1,1,2,2,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,5,0,0,1,1,2,0,0,1,1,1,4,0,3,17,12,30,42,36,33,12,32,11,49,3,45,14,14,28,20,13,10,14,33,18,10,28,21,6,1,19,12,28,2,25,1,12,11,5,0,3,23,27,18,28,1,0,27,900,1911,22,3,6,18,17,9,26,3,6,2,4,2,0,4,5,2,5,14,4,3,18,21,2,25,14,9,2,0,22,64,38,74,0,11,21,4,48,57,32,28,2,40,34,66,1,31,8,15,0,29,21,2,47,24,0,0,1,45,29,3,10,3,36,25,294,0,0,0,3,0,0,0,106,14,14,125,195,0,0,0,1,1,3,29,0,21,37,43,17,18,28
01BR032,0,0,17,1,2,67,0,0,0,1,0,0,0,0,0,0,68,0,0,0,1,0,3,0,2,1,123,46,0,0,0,0,2,5,0,0,0,7,1,0,1,9,0,0,0,0,0,0,0,0,2,13,0,6,0,0,0,4,1,0,0,0,3,0,1,0,0,0,1,9,0,0,2,1,0,0,0,0,0,1,0,0,53,0,1,0,5,0,0,0,0,1,0,0,7,7,14,0,0,0,0,0,1,29,0,1,0,0,0,12,18,126,1,0,1,0,6,404,3,8,0,1,10,3,0,0,447,7,0,2,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,33,27,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,4,0,0,1,2,0,0,0,2,2,0,0,1,0,0,0,0,3,14,0,1,1,1,18,8,0,0,0,0,0,0,0,1,0,0,20,5,0,0,0,0,0,0,0,0,1,1,0,2,0,5
03BR006,0,0,62,95,22,38,9,205,9,34,3,3387,0,3,0,9,37,16,15,0,66,93,1624,1,3,57,272,440,122,0,4,7,38,2517,8,5,16,27,79,10,123,21,0,0,0,6,0,0,9,17,25,251,88,34,46,0,6,244,777,55,0,0,9,98,51,2,25,7,357,515,21,11,32,1,2,9,2,19,1,672,0,0,4,0,41,493,181,148,3,0,882,50,39,1418,217,693,1744,0,15,118,235,0,1,5621,3,6,5,0,25,281,163,883,0,1,35,0,151,291,5,138,0,86,549,19,1,3,6077,140,0,141,12,0,13,1,5,40,2,19,1,1,319,11,77,13,1,366,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,5,0,2,1,0,0,4,0,3,0,0,5,0,3,0,1,3,2,0,5,1,0,0,1,2,4,0,5,0,0,0,7,0,0,1,1,3,4,0,0,4,305,585,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,4,1,0,3,1,4,0,2,1,0,0,7,6,4,16,0,1,0,8,10,6,6,0,4,3,3,10,0,5,0,5,0,2,3,0,4,2,0,0,3,7,3,0,4,3,11,3,29,0,0,0,0,0,0,0,8,0,0,8,57,0,0,0,0,0,0,0,0,1,2,4,1,0,2
05BR044,0,0,854,73,241,590,2,463,80,13,2,939,0,0,0,28,206,117,5,0,381,54,202,0,78,245,942,305,583,0,0,3,200,100,54,9,32,16,183,20,49,566,1,0,0,38,1,0,8,22,141,278,123,407,42,1,97,300,506,1,0,0,59,387,140,88,102,0,128,1432,147,23,180,27,2,109,8,97,0,278,1,1,10,1,172,190,167,1,45,3,318,85,80,14,776,542,1549,0,81,132,236,0,34,2460,18,10,9,0,62,573,384,237,3,0,2,0,144,3056,2,1029,0,179,418,136,5,4,461,1669,0,512,40,0,215,3,17,92,4,37,0,2,605,43,15,77,19,342,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,0,5,7,3,5,8,6,8,62,8,3,7,1,5,6,2,7,7,6,6,2,2,1,1,3,3,0,0,2,1,3,0,5,0,0,6,4,0,1,8,14,4,8,0,0,3,217,475,7,3,2,5,7,11,4,2,1,0,2,1,0,0,2,3,13,3,0,1,4,2,2,0,3,5,1,0,7,23,8,33,0,10,8,0,10,5,11,8,3,12,9,15,0,5,3,4,0,8,5,0,3,3,0,0,0,8,4,3,3,1,8,7,12,0,0,0,0,0,0,0,1,0,0,335,58,0,0,2,0,1,2,8,0,3,6,9,8,4,1
11BR053,0,0,105,20,50,34,1,25,3,8,0,3,1,0,0,25,35,3,0,0,26,10,65,0,26,46,131,146,0,2,0,13,38,138,13,13,10,13,73,7,2,74,0,0,0,2,0,0,1,10,32,137,24,105,4,0,68,57,3,0,0,0,42,41,58,124,3,0,17,310,13,4,45,3,0,9,0,9,0,12,1,0,1,1,26,3,12,0,3,0,4,3,0,1,109,381,257,0,6,18,21,0,1,244,2,3,4,0,1,190,75,42,1,2,8,0,87,107,1,57,0,37,58,6,0,0,298,143,0,58,8,0,5,0,0,8,0,6,0,0,26,8,4,5,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,1,0,4,0,0,0,1,0,0,0,0,2,2,0,0,1,3,1,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,1,0,0,2,20,55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,2,0,0,0,1,9,0,4,0,1,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,1,4,5,0
11BR044,3,0,17490,6253,131,140,2,203,61,56,33,195,0,0,0,119,701,44,385,0,445,59,659,4,13,564,9971,1733,1035,1,0,19,1028,1144,855,8,139,105,4174,188,57,8355,5,0,1,203,2,1,61,651,835,834,142,938,179,0,1901,4468,90,4,0,0,184,402,286,75,29,0,40,4254,176,21,372,18,18,43,0,15,0,19,0,68,8,5,129,40,284,0,9,0,66,251,7,2,11225,1722,3686,5,378,98,60,1,10,18514,87,22,16,0,7,12896,1624,1018,1,3,1204,0,1064,5309,80,24861,1,2381,16724,150,356,2,793,560,0,1226,31,0,49,2,10,106,0,23,10,0,95,109,351,2,65,520,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,3,5,2,2,22,14,8,3,9,4,13,2,26,4,6,6,2,6,2,3,6,4,1,6,10,3,3,4,6,3,2,6,0,1,6,2,0,5,13,13,4,4,0,0,13,215,645,9,2,2,9,9,6,12,2,2,2,2,0,1,0,4,0,2,8,0,0,7,10,1,1,10,5,0,0,11,12,8,25,0,2,3,3,20,26,21,11,5,7,16,32,0,14,1,4,0,5,7,1,25,9,0,0,0,25,11,3,6,2,16,18,19,0,0,0,0,0,1,0,4,12,0,32,40,0,0,1,0,0,0,10,0,6,3,5,4,5,9
18BR010,0,0,24,29,24,75,0,48,45,13,3,27,0,0,0,5,35,2,6,0,124,0,36,1,3,44,207,63,65,0,0,5,87,37,9,5,3,5,79,4,187,68,0,0,0,1,0,0,0,14,43,137,43,37,18,0,0,50,10,0,0,0,12,40,41,28,0,0,2,236,33,0,70,1,1,5,0,0,0,8,0,0,0,0,35,1,158,0,0,0,0,5,5,1,294,74,471,0,3,2,8,0,0,280,1,18,9,0,0,106,33,104,0,0,1,0,78,119,2,119,0,36,99,91,2,0,8,136,0,56,133,0,33,4,9,22,0,317,1,0,184,5,8,14,7,269,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,3,4,1,0,12,3,4,2,9,0,5,5,0,3,1,4,1,3,7,0,0,5,3,4,0,1,3,0,1,1,5,1,2,4,0,0,1,4,2,1,0,0,11,81,231,0,4,2,6,2,3,2,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,3,0,0,0,0,0,2,7,8,7,0,0,0,0,6,2,10,5,1,5,1,6,1,6,0,2,0,4,4,0,5,1,0,0,0,8,5,0,1,0,17,3,6,0,0,0,1,0,0,0,0,0,1,15,17,0,0,0,0,2,0,5,0,3,5,3,3,9,6
11BR058,0,0,87,111,43,313,1,49,4,14,0,56,0,0,0,5,24,2,1,0,192,16,106,0,5,53,246,92,53,0,1,36,135,53,13,3,14,13,197,36,6,73,0,0,0,1,2,1,3,11,29,54,2,60,49,0,5,57,32,47,5,0,29,99,9,50,0,0,6,241,29,1,16,6,26,16,10,1,0,6,0,2,0,1,33,5,99,0,9,0,4,14,0,2,121,90,616,0,2,4,38,0,1,432,3,6,4,0,3,194,56,128,2,1,27,0,69,294,8,84,2,65,62,39,0,0,35,82,0,50,11,0,8,1,8,26,0,27,0,0,59,31,58,98,10,694,3,2,4,1,0,0,1,0,1,0,0,0,0,1,9,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,6,7,8,1,4,9,4,5,7,2,1,4,0,2,2,2,1,1,1,7,1,0,1,1,2,2,10,0,1,1,4,0,3,3,5,4,3,0,0,3,164,187,1,1,1,0,2,1,2,1,0,1,1,0,1,1,2,0,3,5,1,0,2,7,0,5,3,1,0,1,3,12,11,11,0,2,1,0,7,7,3,3,0,6,10,4,0,6,1,4,0,1,3,0,1,3,1,1,0,19,4,0,1,0,9,2,8,0,0,0,0,0,0,0,1,2,0,219,20,0,0,0,0,0,0,12,0,3,10,12,8,7,2
11BR012,0,0,164,326,738,1,2,411,4,121,35,967,0,0,0,13,64,41,38,0,68,36,245,0,9,122,855,189,175,0,0,3,199,391,36,0,0,10,183,9,32,66,1,0,0,2,1,1,6,10,40,102,1,149,44,0,0,107,29,0,0,0,96,117,120,139,0,0,41,421,43,16,128,7,57,18,24,4,1,58,0,0,13,1,74,7,55,0,1,0,1,50,22,5,1319,216,953,1,10,2,16,0,8,812,7,13,3,0,12,689,809,304,2,0,0,0,455,794,4,173,0,92,702,122,6,2,241,281,2,271,11,0,39,0,15,48,2,31,3,3,118,44,30,18,22,495,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,3,0,0,0,1,4,3,5,14,14,11,1,15,4,12,5,8,2,1,5,3,3,0,4,5,4,2,3,3,4,0,4,0,4,5,7,0,2,2,3,0,1,9,4,6,4,0,0,7,243,466,5,0,2,3,6,3,6,2,1,2,1,0,0,1,1,0,4,11,2,4,0,9,0,15,4,3,0,0,3,21,9,19,1,2,1,1,10,3,16,7,4,5,11,13,0,5,3,3,0,3,12,1,16,7,0,2,0,57,4,2,3,0,16,6,30,0,0,0,2,0,1,0,6,5,0,38,43,0,0,0,0,0,0,7,1,3,13,11,3,6,11
